ticker;category;isin;description
CESP6;SHARES;BRCESPACNPB4;CESP - CIA ENERGETICA DE SAO PAULO
CFHO3;SHARES;BRCFHOACNOR6;CARVALHO HOLDINGS SA
CFHO4;SHARES;BRCFHOACNPR3;CARVALHO HOLDINGS SA
CGAS3;SHARES;BRCGASACNOR0;CIA GAS DE SAO PAULO - COMGAS
CGAS5;SHARES;BRCGASACNPA3;CIA GAS DE SAO PAULO - COMGAS
CGOS3;SHARES;BRCGOSACNOR1;CELG DISTRIBUICAO S.A. - CELG D
CGRA3;SHARES;BRCGRAACNOR2;GRAZZIOTIN S.A.
CGRA4;SHARES;BRCGRAACNPR9;GRAZZIOTIN S.A.
CHCM34;BDR;BRCHCMBDR001;CHARTER COMMUNICATIONS INC
CHDC34;BDR;BRCHDCBDR000;CHURCH & DWIGHT CO INC
CHKE34;BDR;BRCHKEBDR001;CHESAPEAKE ENERGY CORPORATION
CHME34;BDR;BRCHMEBDR007;CME GROUP INC.
CHVX34;BDR;BRCHVXBDR008;CHEVRON CORPORATION
CIEL3;SHARES;BRCIELACNOR3;CIELO S.A.
CINF34;BDR;BRCINFBDR000;CINCINNATI FINANCIAL CORP
CJFI11;FUNDS;BRCJFICTF007;FDO INV IMOB CJ - FII
CLSC3;SHARES;BRCLSCACNOR6;CENTRAIS ELET DE SANTA CATARINA S.A.
CLSC4;SHARES;BRCLSCACNPR3;CENTRAIS ELET DE SANTA CATARINA S.A.
CLXC34;BDR;BRCLXCBDR000;CLOROX COMPANY
CMCS34;BDR;BRCMCSBDR008;COMCAST CORPORATION
CMIG3;SHARES;BRCMIGACNOR6;CIA ENERGETICA DE MINAS GERAIS - CEMIG
CMIG4;SHARES;BRCMIGACNPR3;CIA ENERGETICA DE MINAS GERAIS - CEMIG
CMNS3;SHARES;BRCMNSACNOR1;CMN SOLUTIONS AO18 PARTICIPACOES S.A.
CMSA3;SHARES;BRCMSAACNOR8;CIMS S.A.
CMSA4;SHARES;BRCMSAACNPR5;CIMS S.A.
CNES11;FUNDS;BRCNESCTF001;FDO INV IMOB - FII CENESP
CNIC34;BDR;BRCNICBDR007;CANADIAN NATIONAL RAILWAY CO
CNRT5;SHARES;BRCNRTACNPA1;CICANORTE IND CONSERVAS ALIMENTICIAS S.A
CNSY3;SHARES;BRCNSYACNOR6;CINESYSTEM S.A.
CNTO3;SHARES;BRCNTOACNOR5;GRUPO SBF SA
COCA34;BDR;BRCOCABDR002;THE COCA-COLA COMPANY
COCE3;SHARES;BRCOCEACNOR0;CIA ENERGETICA DO CEARA - COELCE
COCE5;SHARES;BRCOCEACNPA3;CIA ENERGETICA DO CEARA - COELCE
COCE6;SHARES;BRCOCEACNPB1;CIA ENERGETICA DO CEARA - COELCE
COCN5;SHARES;BRCOCNACNPA4;CIA DE COCOS DO NORDESTE
COGN3;SHARES;BRCOGNACNOR2;COGNA EDUCAÇÃO S.A.
COLG34;BDR;BRCOLGBDR000;COLGATE-PALMOLIVE COMPANY
COPH34;BDR;BRCOPHBDR009;CONOCOPHILLIPS
CORR3;SHARES;BRCORRACNOR0;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA
CORR4;SHARES;BRCORRACNPR7;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA
COTY34;BDR;BRCOTYBDR006;COTY, INC.
COWC34;BDR;BRCOWCBDR006;COSTCO WHOLESALE CORPORATION
CPCH3;SHARES;BRCPCHACNOR0;CAPITAL CENTER HOTEIS S.A.
CPCH7;SHARES;BRCPCHACNPC9;CAPITAL CENTER HOTEIS S.A.
CPFE3;SHARES;BRCPFEACNOR0;CPFL ENERGIA S.A.
CPFF11;FUNDS;BRCPFFCTF000;CAPITÂNIA REIT FOF - FDO. INVEST. IMOB
CPIS11;UNIT;BRCPISUNT003;COMPANHIA ENERGETICA DO PIAUI
CPIS12;UNIT;BRCPISUNT011;COMPANHIA ENERGETICA DO PIAUI
CPIS3;SHARES;BRCPISACNOR4;COMPANHIA ENERGETICA DO PIAUI
CPIS4;SHARES;BRCPISACNPR1;COMPANHIA ENERGETICA DO PIAUI
CPLE3;SHARES;BRCPLEACNOR8;CIA PARANAENSE DE ENERGIA - COPEL
CPLE5;SHARES;BRCPLEACNPA1;CIA PARANAENSE DE ENERGIA - COPEL
CPLE6;SHARES;BRCPLEACNPB9;CIA PARANAENSE DE ENERGIA - COPEL
CPNO7;SHARES;BRCPNOACNPC2;COPENOR - CIA PETROQUIMICA DO NORDESTE
CPRE3;SHARES;BRCPREACNOR5;CPFL ENERGIAS RENOVÁVEIS S.A.
CPRL34;BDR;BRCPRLBDR004;CANADIAN PACIFIC RAILWAY LTD
CPTP3B;SHARES;BRCPTPACNOR7;CAPITALPART PARTICIPACOES S.A.
CPTS11;FUNDS;BRCPTSCTF004;CAPITANIA SECURITIES II FDO INV IMOB - FII
CRDA34;BDR;BRCRDABDR003;CREDIT ACCEPTANCE CORP
CRDE3;SHARES;BRCRDEACNOR1;CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.
CRFB3;SHARES;BRCRFBACNOR2;ATACADÃO S.A.
CRFF11;FUNDS;BRCRFFCTF006;CAIXA RIO BRAVO FDO DE FDOS INV IMOB II
CRHP34;BDR;BRCRHPBDR002;CRH PLC
CRIN34;BDR;BRCRINBDR005;CARTERS INC
CRIP34;BDR;BRCRIPBDR000;TRIP.COM GROUP LIMITED
CRIV3;SHARES;BRCRIVACNOR4;FINANCEIRA ALFA S.A.- CRED FINANC E INVS
CRIV4;SHARES;BRCRIVACNPR1;FINANCEIRA ALFA S.A.- CRED FINANC E INVS
CRML4;SHARES;BRCRMLACNPR4;CARBOMIL S.A.
CRPC4;SHARES;BRCRPCACNPR6;CRP CADERI CAPITAL DE RISCO S/A
CRPG3;SHARES;BRCRPGACNOR0;TRONOX PIGMENTOS DO BRASIL S.A.
CRPG5;SHARES;BRCRPGACNPA3;TRONOX PIGMENTOS DO BRASIL S.A.
CRPG6;SHARES;BRCRPGACNPB1;TRONOX PIGMENTOS DO BRASIL S.A.
CRPM11;FUNDS;BRCRPMCTF001;VOTORANTIM CARDIO PULMONAR FDO INV IMOB - FII
CRPM12;FUNDS;BRCRPMCTF019;VOTORANTIM CARDIO PULMONAR FDO INV IMOB - FII
CRTE3B;SHARES;BRCRTEACNOR7;CONC RIO-TERESOPOLIS S.A.
CRTE5B;SHARES;BRCRTEACNPA0;CONC RIO-TERESOPOLIS S.A.
CSAB3;SHARES;BRCSABACNOR1;CIA SEGUROS ALIANCA DA BAHIA
CSAB4;SHARES;BRCSABACNPR8;CIA SEGUROS ALIANCA DA BAHIA
CSAL4;SHARES;BRCSALACNPR7;CIA ABASTEC. D''AGUA E SAN. EST. ALAGOAS
CSAM3;SHARES;BRCSAMACNOR8;COSAMA - CIA DE SANEAMENTO DA AMAZONIA
CSAM4;SHARES;BRCSAMACNPR5;COSAMA - CIA DE SANEAMENTO DA AMAZONIA
CSAN3;SHARES;BRCSANACNOR6;COSAN S.A.
CSCO34;BDR;BRCSCOBDR004;CISCO SYSTEMS, INC.
CSMG3;SHARES;BRCSMGACNOR5;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG
CSNA3;SHARES;BRCSNAACNOR6;CIA SIDERURGICA NACIONAL
CSRN3;SHARES;BRCSRNACNOR0;CIA ENERGETICA DO RIO GDE NORTE - COSERN
CSRN5;SHARES;BRCSRNACNPA3;CIA ENERGETICA DO RIO GDE NORTE - COSERN
CSRN6;SHARES;BRCSRNACNPB1;CIA ENERGETICA DO RIO GDE NORTE - COSERN
CSXC34;BDR;BRCSXCBDR005;CSX CORP
CTBA11B;SHARES;BRCTBACPA001;PREFEITURA MUNICIPAL DE CURITIBA
CTCA3;SHARES;BRCTCAACNOR7;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.
CTGP34;BDR;BRCTGPBDR000;CITIGROUP INC.
CTKA3;SHARES;BRCTKAACNOR0;KARSTEN S.A.
CTKA4;SHARES;BRCTKAACNPR7;KARSTEN S.A.
CTNM3;SHARES;BRCTNMACNOR9;CIA TECIDOS NORTE DE MINAS COTEMINAS
CTNM4;SHARES;BRCTNMACNPR6;CIA TECIDOS NORTE DE MINAS COTEMINAS
CTSA3;SHARES;BRCTSAACNOR3;CIA TECIDOS SANTANENSE
CTSA4;SHARES;BRCTSAACNPR0;CIA TECIDOS SANTANENSE
CTSA8;SHARES;BRCTSAACNPD0;CIA TECIDOS SANTANENSE
CTSH34;BDR;BRCTSHBDR002;COGNIZANT TECHNOLOGY SOLUTIONS
CTXT11;FUNDS;BRCTXTCTF014;FDO INV IMOB CENTRO TEXTIL INTERNACIONAL
CVBI11;FUNDS;BRCVBICTF001;FDO INV. IMOB. VBI CRI
CVCB3;SHARES;BRCVCBACNOR1;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
CVSH34;BDR;BRCVSHBDR008;CVS HEALTH CORPORATION
CXCE11B;FUNDS;BRCXCECTF004;FDO INV IMOB CAIXA CEDAE
CXRI11;FUNDS;BRCXRICTF003;CAIXA RIO BRAVO FUNDO DE FDO INV IMOB - FII
CXTL11;FUNDS;BRCXTLCTF003;FDO INV IMOB CAIXA TRX LOGÍSTICA RENDA
CYRE3;SHARES;BRCYREACNOR7;CYRELA BRAZIL REALTY S.A.EMPREEND E PART
D1EL34;BDR;BRD1ELBDR009;DELL TECHNOLOGIES INC
D1FS34;BDR;BRD1FSBDR001;Discover Financial Services
D1HI34;BDR;BRD1HIBDR008;DR HORTON INC
D1IS34;BDR;BRD1ISBDR005;DISH NETWORK CORP
D1LR34;BDR;BRD1LRBDR001;DIGITAL REALTY TRUST INC
D1OM34;BDR;BRD1OMBDR006;DOMINION ENERGY INC
D1OV34;BDR;BRD1OVBDR007;DOVER CORP
D1RE34;BDR;BRD1REBDR006;DUKE REALTY CORP
D1RI34;BDR;BRD1RIBDR007;DARDEN RESTAURANTS INC
D1TE34;BDR;BRD1TEBDR002;DTE ENERGY CO
D1VN34;BDR;BRD1VNBDR009;DEVON ENERGY CORP
D1XC34;BDR;BRD1XCBDR008;DXC TECHNOLOGY CO
DAMT11;FUNDS;BRDAMTCTF007;DIAMANTE FDO INV IMOB
DAMT11B;FUNDS;BRDAMTCTF007;DIAMANTE FDO INV IMOB
DANA11;SHARES;BRDANAACNV18;DANA INDUSTRIAL S.A.
DASA3;SHARES;BRDASAACNOR1;DIAGNOSTICOS DA AMERICA S.A.
DASS3;SHARES;BRDASSACNOR3;DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS SA
DBAG34;BDR;BRDBAGBDR008;DEUTSCHE BANK AKTIENGESELLSCHAFT
DCVY34;BDR;BRDCVYBDR005;DISCOVERY INC
DCVY35;BDR;BRDCVYBDR013;DISCOVERY INC
DDNB34;BDR;BRDDNBBDR008;DUPONT DE NEMOURS INC.
DEAI34;BDR;BRDEAIBDR008;DELTA AIR LINES, INC.
DEEC34;BDR;BRDEECBDR003;DEERE & CO
DEOP34;BDR;BRDEOPBDR004;DIAGEO PLC
DGCO34;BDR;BRDGCOBDR007;DOLLAR GENERAL CORP
DHER34;BDR;BRDHERBDR004;DANAHER CORPORATION
DIRR3;SHARES;BRDIRRACNOR0;DIRECIONAL ENGENHARIA S.A.
DISB34;BDR;BRDISBBDR006;THE WALT DISNEY COMPANY
DLMT11;FUNDS;BRDLMTCTF004;DEL MONTE AJAX FDO INV IMOB - FII
DLTR34;BDR;BRDLTRBDR004;DOLLAR TREE INC
DMAC11;FUNDS;BRDMACCTF003;MAC FDO INV IMOB
DMMO3;SHARES;BRDMMOACNOR0;DOMMO ENERGIA S.A.
DNEN3B;SHARES;BRDNENACNOR7;DINAMICA ENERGIA S.A.
DOHL3;SHARES;BRDOHLACNOR2;DOHLER S.A.
DOHL4;SHARES;BRDOHLACNPR9;DOHLER S.A.
DOMC11;FUNDS;BRDOMCCTF004;REAG RENDA IMOBILIARIA FDO INV IMOB - FII
DOVL11B;FUNDS;BRDOVLCTF006;DOVEL FDO INV IMOB
DRIT11B;FUNDS;BRDRITCTF009;MULTIGESTÃO RENDA COMERCIAL FDO INV IMOB - FII
DTCY3;SHARES;BRDTCYACNOR5;DTCOM - DIRECT TO COMPANY S.A.
DTCY4;SHARES;BRDTCYACNPR2;DTCOM - DIRECT TO COMPANY S.A.
DTEN3;SHARES;BRDTENACNOR4;DETEN QUIMICA S.A.
DTEN6;SHARES;BRDTENACNPB5;DETEN QUIMICA S.A.
DTEX3;SHARES;BRDTEXACNOR3;DURATEX S.A.
DUKB34;BDR;BRDUKBBDR008;DUKE ENERGY CORPORATION
DVAI34;BDR;BRDVAIBDR002;DAVITA INC
DXXI3;SHARES;BRDXXIACNOR6;DUXXI IMOBILIÁRIA S.A.
E1CL34;BDR;BRE1CLBDR002;ECOLAB INC
E1DI34;BDR;BRE1DIBDR006;Consolidated Edison Inc
E1FX34;BDR;BRE1FXBDR000;EQUIFAX INC
E1IX34;BDR;BRE1IXBDR004;EDISON INTERNATIONAL
E1MN34;BDR;BRE1MNBDR007;EASTMAN CHEMICAL CO
E1MR34;BDR;BRE1MRBDR008;Emerson Electric Co
E1OG34;BDR;BRE1OGBDR007;EOG RESOURCES INC
E1QR34;BDR;BRE1QRBDR009;EQUITY RESIDENTIAL
E1SE34;BDR;BRE1SEBDR003;EVERSOURCE ENERGY
E1SS34;BDR;BRE1SSBDR003;ESSEX PROPERTY TRUST INC
E1TF34;BDR;BRE1TFBDR008;E TRADE FINANCIAL CORP
E1TN34;BDR;BRE1TNBDR002;Eaton Corp PLC
E1TR34;BDR;BRE1TRBDR003;Entergy Corp
E1VE34;BDR;BRE1VEBDR007;EVEREST RE GROUP LTD
E1VR34;BDR;BRE1VRBDR009;EVERGY INC
E1WL34;BDR;BRE1WLBDR000;EDWARDS LIFESCIENCES CORP
E1XC34;BDR;BRE1XCBDR007;EXELON CORP
E1XP34;BDR;BRE1XPBDR009;EXPEDITORS INTERNATIONAL OF WASHINGTON INC
E1XR34;BDR;BRE1XRBDR005;EXTRA SPACE STORAGE INC
EAIN34;BDR;BREAINBDR007;ELECTRONIC ARTS INC
EALT3;SHARES;BREALTACNOR4;ELECTRO ACO ALTONA S.A.
EALT4;SHARES;BREALTACNPR1;ELECTRO ACO ALTONA S.A.
EBAY34;BDR;BREBAYBDR009;EBAY INC.
EBTL3;SHARES;BREBTLACNOR2;EMBRATEL - EMPR.BRASILEIRA DE TELEC S.A.
ECOR3;SHARES;BRECORACNOR8;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
ECPR3;SHARES;BRECPRACNOR5;EMPRESA NAC COM REDITO PART S.A.ENCORPAR
ECPR4;SHARES;BRECPRACNPR2;EMPRESA NAC COM REDITO PART S.A.ENCORPAR
EDFO11B;FUNDS;BREDFOCTF004;FDO INV IMOB EDIFÍCIO OURINVEST
EDGA11;FUNDS;BREDGACTF001;FDO INV IMOB - FII EDIFÍCIO GALERIA
EEEL3;SHARES;BREEELACNOR8;CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT
EEEL4;SHARES;BREEELACNPR5;CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT
EGCE3;SHARES;BREGCEACNOR2;ENERGISA GERACAO CENTRAIS EOLICAS RN S.A.
EGIE3;SHARES;BREGIEACNOR9;ENGIE BRASIL ENERGIA S.A.
EKTR3;SHARES;BREKTRACNOR0;ELEKTRO REDES S.A.
EKTR4;SHARES;BREKTRACNPR7;ELEKTRO REDES S.A.
ELBR4;SHARES;BRELBRACNPR3;ELEBRA S/A ELETRONICA BRASILEIRA
ELCI34;BDR;BRELCIBDR007;ESTEE LAUDER COMPANIES INC
ELDO11B;FUNDS;BRELDOCTF002;FDO INV IMOB - FII ELDORADO
ELET3;SHARES;BRELETACNOR6;CENTRAIS ELET BRAS S.A. - ELETROBRAS
ELET5;SHARES;BRELETACNPA9;CENTRAIS ELET BRAS S.A. - ELETROBRAS
ELET6;SHARES;BRELETACNPB7;CENTRAIS ELET BRAS S.A. - ELETROBRAS
EMAE3;SHARES;BREMAEACNOR4;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.
EMAE4;SHARES;BREMAEACNPR1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.
EMBP3;SHARES;BREMBPACNOR8;EMBRAPAR PARTICIPACOES S.A.
EMBP4;SHARES;BREMBPACNPR5;EMBRAPAR PARTICIPACOES S.A.
EMBR3;SHARES;BREMBRACNOR4;EMBRAER S.A.
ENAC3;SHARES;BRENACACNOR6;CIA ARMAZENS GERAIS ENTREPOSTOS DO ACRE
ENAT3;SHARES;BRENATACNOR0;ENAUTA PARTICIPAÇÕES S.A.
ENBR3;SHARES;BRENBRACNOR2;EDP - ENERGIAS DO BRASIL S.A.
ENEV3;SHARES;BRENEVACNOR8;ENEVA S.A
ENGI11;UNIT;BRENGICDAM16;ENERGISA S.A.
ENGI11F;UNIT;BRENGICDAM16;ENERGISA S.A.
ENGI3;SHARES;BRENGIACNOR0;ENERGISA S.A.
ENGI4;SHARES;BRENGIACNPR7;ENERGISA S.A.
ENMT3;SHARES;BRENMTACNOR5;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A
ENMT4;SHARES;BRENMTACNPR2;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A
EPCO19;SHARES;BREPCOA08PA1;ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPCO20;SHARES;BREPCOA09PA9;ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPCO21;SHARES;BREPCOA10PA7;ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPCO3;SHARES;BREPCOACNOR2;ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPTR4;SHARES;BREPTRACNPR6;EMPR TURISMO DE PERNAMBUCO S.A. -EMPETUR
EQIX34;BDR;BREQIXBDR002;EQUINIX INC
EQMA3B;SHARES;BREQMAACNOR8;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.
EQMA5B;SHARES;BREQMAACNPA1;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.
EQMA6B;SHARES;BREQMAACNPB9;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.
EQPA3;SHARES;BREQPAACNOR1;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQPA5;SHARES;BREQPAACNPA4;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQPA6;SHARES;BREQPAACNPB2;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQPA7;SHARES;BREQPAACNPC0;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQTL3;SHARES;BREQTLACNOR0;EQUATORIAL ENERGIA S.A.
ERPA11;FUNDS;BRERPACTF002;EUROPA 105 - FDO INV IMOB
ESSD3;SHARES;BRESSDACNOR5;ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.
ESTQ11;FUNDS;BRESTQCTF008;FDO INV IMOB POLO ESTOQUE II - FII
ESTQ12;FUNDS;BRESTQCTF016;FDO INV IMOB POLO ESTOQUE II - FII
ESTR3;SHARES;BRESTRACNOR3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.
ESTR4;SHARES;BRESTRACNPR0;MANUFATURA DE BRINQUEDOS ESTRELA S.A.
ESUD11;FUNDS;BRESUDCTF004;FDO INV PART IE BB VOTORANTIM ENERG SUSTENT II
ESUD12;FUNDS;BRESUDCTF012;FDO INV PART IE BB VOTORANTIM ENERG SUSTENT II
ESUT11;FUNDS;BRESUTCTF000;FDO INV PART IE BB VOTORANTIM ENERG SUSTENT III
ESUT12;FUNDS;BRESUTCTF018;FDO INV PART IE BB VOTORANTIM ENERG SUSTENT III
ESUU11;FUNDS;BRESUUCTF008;FDO INV PART IE BB VOTORANTIM ENERG SUSTENT I
ESUU12;FUNDS;BRESUUCTF016;FDO INV PART IE BB VOTORANTIM ENERG SUSTENT I
ETER3;SHARES;BRETERACNOR3;ETERNIT S.A.
ETGO3;SHARES;BRETGOACNOR5;EMPR DE TRANSP URBANO DO EST GOIAS S.A.
ETGO4;SHARES;BRETGOACNPR2;EMPR DE TRANSP URBANO DO EST GOIAS S.A.
EUCA3;SHARES;BREUCAACNOR1;EUCATEX S.A. INDUSTRIA E COMERCIO
EUCA4;SHARES;BREUCAACNPR8;EUCATEX S.A. INDUSTRIA E COMERCIO
EURO11;FUNDS;BREUROCTF011;FDO INV IMOB EUROPAR
EVEN3;SHARES;BREVENACNOR8;EVEN CONSTRUTORA E INCORPORADORA S.A.
EXGR34;BDR;BREXGRBDR004;EXPEDIA GROUP INC
EXXO34;BDR;BREXXOBDR006;EXXON MOBIL CORPORATION
EZTB11;FUNDS;BREZTBCTF005;FDO INV IMOB EZTB - FII
EZTC3;SHARES;BREZTCACNOR0;EZ TEC EMPREEND. E PARTICIPACOES S.A.
F1AN34;BDR;BRF1ANBDR001;Diamondback Energy Inc
F1BH34;BDR;BRF1BHBDR001;Fortune Brands Home & Security Inc
F1EC34;BDR;BRF1ECBDR006;FIRSTENERGY CORP
F1FI34;BDR;BRF1FIBDR000;F5 NETWORKS INC
F1IS34;BDR;BRF1ISBDR003;FISERV INC
F1LI34;BDR;BRF1LIBDR008;FLIR SYSTEMS INC
F1LS34;BDR;BRF1LSBDR007;FLOWSERVE CORP
F1MC34;BDR;BRF1MCBDR009;FMC CORP
F1NI34;BDR;BRF1NIBDR004;FIDELITY NATIONAL INFORMATION SERVICES INC
F1RA34;BDR;BRF1RABDR002;FRANKLIN RESOURCES INC
F1RC34;BDR;BRF1RCBDR008;FIRST REPUBLIC BANK
F1RI34;BDR;BRF1RIBDR005;FEDERAL REALTY INVESTMENT TRUST
F1TN34;BDR;BRF1TNBDR001;Fortinet Inc
F1TV34;BDR;BRF1TVBDR004;Fortive Corp
FAED11;FUNDS;BRFAEDCTF003;FDO INV IMOB - FII ANHANGUERA EDUCACIONAL
FAEL6;SHARES;BRFAELACNPB4;FAE -FERRAGENS E APARELHOS ELETRICOS S.A
FAEL7;SHARES;BRFAELACNPC2;FAE -FERRAGENS E APARELHOS ELETRICOS S.A
FAMB11B;FUNDS;BRFAMBCTF018;FDO INV IMOB - FII EDIFÍCIO ALMIRANTE BARROSO
FASL34;BDR;BRFASLBDR007;FASTENAL CO
FATN11;FUNDS;BRFATNCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I
FAVM11;FUNDS;BRFAVMCTF008;FDO INV. IMOB. - AVM FII
FBOK34;BDR;BRFBOKBDR006;FACEBOOK, INC.
FBTS11;FUNDS;BRFBTSCTF007;FDO INV IMOB VOTORANTIM BII BTS
FCCQ11;FUNDS;BRFCCQCTF005;CONQUEST FIP EMPRESAS EMERGENTES
FCFL11;FUNDS;BRFCFLCTF009;FDO INV IMOB - FII CAMPUS FARIA LIMA
FCXO34;BDR;BRFCXOBDR007;FREEPORT-MCMORAN INC.
FDES11;FUNDS;BRFDESCTF005;FDO DE DESENVOLVIMENTO DO ESPÍRITO SANTO - FUNDES
FDMO34;BDR;BRFDMOBDR008;FORD MOTORS COMPANY
FDXB34;BDR;BRFDXBBDR002;FEDEX CORPORATION
FESA3;SHARES;BRFESAACNOR8;CIA FERRO LIGAS DA BAHIA - FERBASA
FESA4;SHARES;BRFESAACNPR5;CIA FERRO LIGAS DA BAHIA - FERBASA
FEXC11;FUNDS;BRFEXCCTF007;FDO INV IMOB - FII BTG PACTUAL FUNDO DE CRI
FFTD34;BDR;BRFFTDBDR001;FIFTH THIRD BANCORP
FGRT5;SHARES;BRFGRTACNPA8;FRIGORIFICO REDENTOR S.A.
FHER3;SHARES;BRFHERACNOR5;FERTILIZANTES HERINGER S.A.
FIGE3;SHARES;BRFIGEACNOR6;INVESTIMENTOS BEMGE S.A.
FIGE4;SHARES;BRFIGEACNPR3;INVESTIMENTOS BEMGE S.A.
FIGS11;FUNDS;BRFIGSCTF009;FDO INV IMOB GENERAL SHOPPING ATIVO E RENDA - FII
FIGV11;FUNDS;BRFIGVCTF003;FDO INV. IMOB. GV BLUE CHIP
FIIB11;FUNDS;BRFIIBCTF001;FDO INV IMOB INDUSTRIAL DO BRASIL
FIIP11B;FUNDS;BRFIIPCTF001;RB CAPITAL RENDA I FDO INV IMOB - FII
FINF11;FUNDS;BRFINFCTF002;FDO INV IMOB INFRA REAL ESTATE - FII
FISC11;FUNDS;BRFISCCTF008;FDO INV IMOB SC 401
FISD11;FUNDS;BRFISDCTF006;SAO DOMINGOS FDO INV IMOB - FII
FIVN11;FUNDS;BRFIVNCTF009;FDO INV IMOB VIDA NOVA - FII
FKEN11B;FUNDS;BRFKENCTF001;FDO INV IMOB KENNEDY SQUARE - FII
FLCR11;FUNDS;BRFLCRCTF004;FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.
FLCT11;FUNDS;BRFLCTCTF018;02 FILMES CURTOS LTDA.
FLEX3;SHARES;BRFLEXACNOR5;FLEX GESTÃO DE RELACIONAMENTOS S.A.
FLMA11;FUNDS;BRFLMACTF009;FDO INV IMOB CONTINENTAL SQUARE FARIA LIMA
FLRP11;FUNDS;BRFLRPCTF006;FDO INV IMOB - FII FLORIPA SHOPPING
FLRY3;SHARES;BRFLRYACNOR5;FLEURY S.A.
FLTC34;BDR;BRFLTCBDR001;FLEETCOR TECHNOLOGIES INC
FMOB11;FUNDS;BRFMOBCTF019;IMMOB III - GALPOES E LAJES CORP. FDO INV. IMOB.
FMOB12;FUNDS;BRFMOBCTF027;IMMOB III - GALPOES E LAJES CORP. FDO INV. IMOB.
FMOF11;FUNDS;BRFMOFCTF010;FDO INV IMOB MEMORIAL OFFICE
FMSC34;BDR;BRFMSCBDR001;FRESENIUS MEDICAL CARE AG & CO KGAA
FMXB34;BDR;BRFMXBBDR003;FOMENTO ECONOMICO MEXICANO SAB DE CV - FEMSA
FNAM11;FUNDS;BRFNAMCTF013;FDO INV DA AMAZONIA
FNCN3;SHARES;BRFNCNACNOR6;FINANSINOS S.A.- CREDITO FINANC E INVEST
FNOR11;FUNDS;BRFNORCTF013;FDO INV DO NORDESTE
FNUV3;SHARES;BRFNUVACNOR1;FENAUVA-FEIRA NAC DA UVA TUR E EMPR S.A.
FOXC34;BDR;BRFOXCBDR007;FOX CORPORATION
FPAB11;FUNDS;BRFPABCTF011;FDO INV IMOB PROJETO ÁGUA BRANCA
FPNG11;FUNDS;BRFPNGCTF005;FDO INV IMOB PEDRA NEGRA RENDA IMOB
FPOR11;FUNDS;BRFPORCTF000;PORTO SUDESTE ROYALTIES - FIP-IE
FPOR12;FUNDS;BRFPORCTF018;PORTO SUDESTE ROYALTIES - FIP-IE
FRAS3;SHARES;BRFRASACNOR0;FRAS-LE S.A.
FRIO3;SHARES;BRFRIOACNOR2;METALFRIO SOLUTIONS S.A.
FRNV3;SHARES;BRFRNVACNOR7;CIA DE NAVEG DO SAO FRANCISCO - FRANAVE
FRRN3B;SHARES;BRFRRNACNOR5;RUMO MALHA NORTE S.A.
FRRN5B;SHARES;BRFRRNACNPA8;RUMO MALHA NORTE S.A.
FRRN6B;SHARES;BRFRRNACNPB6;RUMO MALHA NORTE S.A.
FRTA3;SHARES;BRFRTAACNOR8;POMIFRUTAS S/A
FSLR34;BDR;BRFSLRBDR001;FIRST SOLAR, INC
FSPE11;FUNDS;BRFSPECTF017;FDO INV SETORIAL PESCA
FSRF11;FUNDS;BRFSRFCTF010;FDO INV SETORIAL FL E REF
FSTU11;FUNDS;BRFSTUCTF015;FDO INV SETORIAL TURISMO
FTCE11B;FUNDS;BRFTCECTF005;OPPORTUNITY FDO INV IMOB
FTRO3;SHARES;BRFTROACNOR9;FRUTOS TROPICAIS S/A
